400 		 0

500 		 0

600 		 0

700 		 0

800 		 0

900 		 1

1000 		 1

1100 		 1

1200 		 2

1300 		 2

1400 		 3

1500 		 4

1600 		 5

1700 		 5

1800 		 7

1900 		 8

2000 		 10

2100 		 13

2200 		 13

2300 		 15

2400 		 17

2500 		 19

2600 		 22

2700 		 41

2800 		 30

2900 		 30

3000 		 34

3100 		 43

3200 		 42

3300 		 58

3400 		 49

3500 		 100

3600 		 60

3700 		 64

3800 		 71

3900 		 91

