400 		 0

500 		 0

600 		 1

700 		 2

800 		 3

900 		 4

1000 		 6

1100 		 8

1200 		 12

1300 		 25

1400 		 22

1500 		 24

1600 		 31

1700 		 36

1800 		 42

1900 		 50

2000 		 61

2100 		 73

2200 		 87

2300 		 100

2400 		 106

2500 		 120

2600 		 306

2700 		 171

2800 		 190

2900 		 223

