400 		 0

500 		 0

600 		 0

700 		 0

800 		 1

900 		 1

1000 		 2

1100 		 4

1200 		 5

1300 		 6

1400 		 9

1500 		 11

1600 		 14

1700 		 17

1800 		 22

1900 		 25

2000 		 31

2100 		 35

2200 		 41

2300 		 47

2400 		 54

2500 		 62

2600 		 72

2700 		 81

2800 		 89

2900 		 102

3000 		 116

3100 		 126

3200 		 158

3300 		 160

3400 		 173

3500 		 192

3600 		 206

3700 		 230

3800 		 254

3900 		 275

