400 		 0

500 		 0

600 		 2

700 		 3

800 		 4

900 		 8

1000 		 12

1100 		 18

1200 		 21

1300 		 28

1400 		 41

1500 		 51

1600 		 58

1700 		 73

1800 		 86

1900 		 107

2000 		 127

2100 		 153

2200 		 176

2300 		 203

2400 		 228

2500 		 265

2600 		 309

2700 		 355

2800 		 387

2900 		 441

3000 		 500

3100 		 550

3200 		 614

3300 		 690

3400 		 750

3500 		 835

3600 		 881

3700 		 1002

3800 		 1092

3900 		 1191

